,0,1
0,<ANN.ANN object at 0x11654C70>,0.9473684210526315
1,<ANN.ANN object at 0x11654C50>,0.9239766081871345
2,<ANN.ANN object at 0x11654D50>,0.9181286549707602
3,<ANN.ANN object at 0x11654CD0>,0.9473684210526315
4,<ANN.ANN object at 0x11654E50>,0.9415204678362573
5,<ANN.ANN object at 0x11654DD0>,0.9590643274853801
6,<ANN.ANN object at 0x11654F50>,0.9532163742690059
7,<ANN.ANN object at 0x11654ED0>,0.9415204678362573
8,<ANN.ANN object at 0x116A6070>,0.9590643274853801
9,<ANN.ANN object at 0x116A6030>,0.9590643274853801
10,<ANN.ANN object at 0x116A60F0>,0.9590643274853801
11,<ANN.ANN object at 0x116A6170>,0.9415204678362573
12,<ANN.ANN object at 0x116A6270>,0.9473684210526315
13,<ANN.ANN object at 0x116A61F0>,0.935672514619883
14,<ANN.ANN object at 0x116A62F0>,0.9590643274853801
15,<ANN.ANN object at 0x116A6370>,0.9649122807017544
16,<ANN.ANN object at 0x116A6470>,0.9532163742690059
17,<ANN.ANN object at 0x116A63F0>,0.9473684210526315
18,<ANN.ANN object at 0x11654870>,0.9532163742690059
19,<ANN.ANN object at 0x116547D0>,0.9532163742690059
20,<Dtree.Dtree object at 0x11654BB0>,0.9649122807017544
21,<Dtree.Dtree object at 0x116546F0>,0.9532163742690059
22,<Dtree.Dtree object at 0x11654770>,0.9532163742690059
23,<Dtree.Dtree object at 0x11654170>,0.9532163742690059
24,<Dtree.Dtree object at 0x11654790>,0.9532163742690059
25,<Dtree.Dtree object at 0x116547F0>,0.9532163742690059
26,<Dtree.Dtree object at 0x11654830>,0.9532163742690059
27,<Dtree.Dtree object at 0x11654C30>,0.9532163742690059
28,<Dtree.Dtree object at 0x116A65F0>,0.9649122807017544
29,<Dtree.Dtree object at 0x116A6570>,0.9415204678362573
30,<Dtree.Dtree object at 0x116A6630>,0.9415204678362573
31,<Dtree.Dtree object at 0x116A6670>,0.9415204678362573
32,<Dtree.Dtree object at 0x116A66B0>,0.9415204678362573
33,<Dtree.Dtree object at 0x116A66F0>,0.9415204678362573
34,<Dtree.Dtree object at 0x116A6730>,0.9415204678362573
35,<Dtree.Dtree object at 0x116A6770>,0.9415204678362573
36,<Dtree.Dtree object at 0x116A67B0>,0.9532163742690059
37,<Dtree.Dtree object at 0x116A67F0>,0.9473684210526315
38,<Dtree.Dtree object at 0x116A6830>,0.9473684210526315
39,<Dtree.Dtree object at 0x116A6870>,0.9473684210526315
40,<Dtree.Dtree object at 0x116A68B0>,0.9473684210526315
41,<Dtree.Dtree object at 0x116A68F0>,0.9473684210526315
42,<Dtree.Dtree object at 0x116A6930>,0.9473684210526315
43,<Dtree.Dtree object at 0x116A6970>,0.9473684210526315
