,0,1
0,<LogR.LogR object at 0x1399FD50>,0.929395316322964
1,<LogR.LogR object at 0x05953AD0>,0.929395316322964
2,<LogR.LogR object at 0x1399FFB0>,0.929395316322964
3,<LogR.LogR object at 0x1399FFD0>,0.929395316322964
4,<LogR.LogR object at 0x1399FF30>,0.929395316322964
5,<LogR.LogR object at 0x1399FE10>,0.929395316322964
6,<LogR.LogR object at 0x1399FDF0>,0.929395316322964
7,<LogR.LogR object at 0x05953B50>,0.929395316322964
8,<LogR.LogR object at 0x1399F190>,0.929395316322964
9,<LogR.LogR object at 0x1399FAF0>,0.929395316322964
10,<LogR.LogR object at 0x1399F6B0>,0.929395316322964
11,<LogR.LogR object at 0x1399F6F0>,0.929395316322964
12,<LogR.LogR object at 0x1399F8B0>,0.929395316322964
13,<LogR.LogR object at 0x1399F6D0>,0.929395316322964
14,<LogR.LogR object at 0x1399F7F0>,0.929395316322964
15,<LogR.LogR object at 0x1399FBF0>,0.929395316322964
16,<LogR.LogR object at 0x1399F9F0>,0.929395316322964
17,<LogR.LogR object at 0x1399F7D0>,0.929395316322964
18,<LogR.LogR object at 0x1399F790>,0.929395316322964
19,<LogR.LogR object at 0x1399FFF0>,0.929395316322964
20,<LogR.LogR object at 0x1399FC30>,0.929395316322964
21,<LogR.LogR object at 0x16106210>,0.929395316322964
22,<LogR.LogR object at 0x16106430>,0.929395316322964
23,<LogR.LogR object at 0x16106510>,0.929395316322964
24,<LogR.LogR object at 0x16106590>,0.929395316322964
25,<LogR.LogR object at 0x16106610>,0.929395316322964
26,<LogR.LogR object at 0x16106690>,0.929395316322964
27,<LogR.LogR object at 0x16106710>,0.929395316322964
28,<LogR.LogR object at 0x16106790>,0.929395316322964
29,<LogR.LogR object at 0x16106810>,0.929395316322964
