,0,1
76,<KNN.KNN object at 0x117F71F0>,0.916812303390423
77,<KNN.KNN object at 0x117F7230>,0.916812303390423
78,<KNN.KNN object at 0x117F7270>,0.916812303390423
79,<KNN.KNN object at 0x117F72B0>,0.916812303390423
80,<KNN.KNN object at 0x117F72F0>,0.9122684376092275
81,<KNN.KNN object at 0x117F7330>,0.9122684376092275
82,<KNN.KNN object at 0x117F7370>,0.9122684376092275
83,<KNN.KNN object at 0x117F73B0>,0.9122684376092275
84,<LogR.LogR object at 0x1171BD30>,0.916812303390423
85,<LogR.LogR object at 0x117F7450>,0.916812303390423
86,<LogR.LogR object at 0x117F75B0>,0.916812303390423
87,<LogR.LogR object at 0x117F75D0>,0.916812303390423
88,<LogR.LogR object at 0x117F77F0>,0.916812303390423
89,<LogR.LogR object at 0x117F7810>,0.916812303390423
90,<LogR.LogR object at 0x117F7730>,0.916812303390423
91,<LogR.LogR object at 0x117F7930>,0.916812303390423
92,<LogR.LogR object at 0x117F7950>,0.916812303390423
93,<LogR.LogR object at 0x117F7750>,0.916812303390423
94,<LogR.LogR object at 0x117F7A50>,0.916812303390423
95,<LogR.LogR object at 0x117F7990>,0.916812303390423
96,<LogR.LogR object at 0x117F7A90>,0.916812303390423
97,<LogR.LogR object at 0x117F7B10>,0.916812303390423
98,<LogR.LogR object at 0x117F7A30>,0.916812303390423
99,<LogR.LogR object at 0x117F7C30>,0.916812303390423
100,<LogR.LogR object at 0x117F7CB0>,0.916812303390423
101,<LogR.LogR object at 0x117F7BD0>,0.916812303390423
102,<LogR.LogR object at 0x117F7C90>,0.916812303390423
103,<LogR.LogR object at 0x117F77D0>,0.916812303390423
104,<LogR.LogR object at 0x117F7CD0>,0.916812303390423
105,<LogR.LogR object at 0x117F7DB0>,0.916812303390423
106,<LogR.LogR object at 0x117F7FB0>,0.916812303390423
107,<LogR.LogR object at 0x117F7F30>,0.916812303390423
108,<LogR.LogR object at 0x117F7F90>,0.916812303390423
109,<LogR.LogR object at 0x117F7BB0>,0.916812303390423
110,<LogR.LogR object at 0x117F7D30>,0.916812303390423
111,<LogR.LogR object at 0x117F7FF0>,0.916812303390423
112,<LogR.LogR object at 0x118102D0>,0.916812303390423
113,<LogR.LogR object at 0x11810350>,0.916812303390423
